,smiles,solvent,logsol,SP,SdP,SA,SB
44746,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,OCCO,-2.901797584758386,0.777,0.91,0.717,0.534
13015,COc1cc(Cl)nc(N)n1,CCCO,-5.2949231334800215,0.658,0.748,0.367,0.782
581,Cc1c(Br)cccc1C(=O)O,CO,-3.0378050499758986,0.608,0.904,0.605,0.545
4422,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CO,-7.77525584668686,0.608,0.904,0.605,0.545
30889,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,CC(C)O,-1.559220196273483,0.633,0.808,0.283,0.83
48589,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCCCCC,-15.32492215633125,0.616,0.0,0.0,0.056
41841,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,O,-2.1830258579364066,0.681,0.997,1.062,0.025
47139,COc1cc2c(cc1OC)C(=O)CC2,COC(C)=O,-2.3167245861477674,0.645,0.637,0.0,0.527
41124,Nc1ccc(S(=O)(=O)[N-]c2cncc(Cl)n2)cc1.[Na+],O,-11.21282087251989,0.681,0.997,1.062,0.025
34939,CC(=O)N1CCC[C@H]1C(=O)O,CCCCCO,-2.590533867674371,0.687,0.587,0.319,0.86
27424,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,CC(C)O,-3.41763168812558,0.633,0.808,0.283,0.83
25348,N#CCc1ccc([N+](=O)[O-])cc1,CC#N,-2.409391097311855,0.645,0.974,0.044,0.286
26198,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CC#N,-4.15218556191195,0.645,0.974,0.044,0.286
5542,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,CCO,-5.27499154124454,0.633,0.783,0.4,0.658
30169,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CC(C)O,-7.411439794596761,0.633,0.808,0.283,0.83
17469,N#CCc1ccc([N+](=O)[O-])cc1,CC(C)=O,-2.198225077669803,0.651,0.907,0.0,0.475
25236,Cc1cccc(C(=O)O)c1N,CC#N,-2.918586064377337,0.645,0.974,0.044,0.286
23417,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,CCOC(C)=O,-6.119752567409513,0.656,0.603,0.0,0.542
35217,CCOc1ccc(NC(C)=O)cc1,CCCCCO,-3.716332874228648,0.687,0.587,0.319,0.86
871,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,CO,-5.562282912382502,0.608,0.904,0.605,0.545
6493,Nc1ccc(Cc2ccc(N)cc2)cc1,CCO,-2.753570716404019,0.633,0.783,0.4,0.658
50126,Nc1nc(N)nc(NC2CC2)n1,CCCCCCCO,-7.213465553953309,0.706,0.499,0.302,0.912
140,Cc1cc(Cl)cc(C(=O)O)c1N,CO,-5.586799759170587,0.608,0.904,0.605,0.545
11971,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C,CCCO,-9.711215664889004,0.658,0.748,0.367,0.782
4785,O=C(O)CNCc1ccccc1,CCO,-7.751725349276666,0.633,0.783,0.4,0.658
36010,O=C(O)c1ccc(C(=O)O)cc1,C1CCOC1,-6.91256683597936,0.714,0.634,0.0,0.591
302,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,CO,-5.967748020490665,0.608,0.904,0.605,0.545
9792,COC(=O)[C@H](N)c1ccccc1.Cl,CCO,-3.575550768806933,0.633,0.783,0.4,0.658
45251,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],C1CCCCC1,-8.89552963213615,0.683,0.0,0.0,0.073
27145,Cc1c(N)cccc1C(=O)O,CC(C)O,-5.557865599756046,0.633,0.808,0.283,0.83
11916,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CCCO,-4.845968672541022,0.658,0.748,0.367,0.782
32614,O=C(O)c1cccc(Cl)c1C(=O)c1ccccc1,Cc1ccccc1,-0.800287056117849,0.782,0.284,0.0,0.128
14579,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CCCCO,-9.783218720145184,0.674,0.655,0.341,0.809
11449,Nc1ccc(C(=O)O)cc1.[K],CCCO,-7.03105349532663,0.658,0.748,0.367,0.782
29967,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CC(C)O,-6.195295787389819,0.633,0.808,0.283,0.83
52399,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCCO,-6.731284135866358,0.698,0.552,0.315,0.879
42127,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,O,-10.7058694103025,0.681,0.997,1.062,0.025
20761,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCOC(C)=O,-7.181140046733094,0.656,0.603,0.0,0.542
12645,O=c1cc(CO)occ1O,CCCO,-5.042435606646054,0.658,0.748,0.367,0.782
43767,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CN(C)C=O,-1.6824925933400112,0.759,0.977,0.031,0.613
10265,Nc1cccc(Cl)c1C(=O)O,CCCO,-2.99873678257429,0.658,0.748,0.367,0.782
2793,CN(C)CCn1[nH]nnc1=S,CO,-8.424158325449048,0.608,0.904,0.605,0.545
21040,N[C@@H](Cc1ccc(O)cc1)C(=O)O,CCOC(C)=O,-5.683097883463368,0.656,0.603,0.0,0.542
8983,O=c1[nH]c(=O)n(C2CCCO2)cc1F,CCO,-5.286191186750196,0.633,0.783,0.4,0.658
39313,CCCOC(=O)c1ccc(O)cc1,O,-10.16225828149349,0.681,0.997,1.062,0.025
13601,CSCCC(NC(C)=O)C(=O)O,CCCCO,-2.8285243545700847,0.674,0.655,0.341,0.809
47341,O=C(c1ccccc1)c1ccccc1,COC(C)=O,-0.7876776644061786,0.645,0.637,0.0,0.527
48754,Clc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,-9.200390041123017,0.616,0.0,0.0,0.056
41484,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,O,-15.10214059597122,0.681,0.997,1.062,0.025
42381,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCOC(C)=O,-4.519910342037268,0.67,0.559,0.0,0.548
33137,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccccc1,-6.319413212788318,0.782,0.284,0.0,0.128
12609,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,CCCO,-6.921854203361638,0.658,0.748,0.367,0.782
16110,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CCCCO,-5.46555328592395,0.674,0.655,0.341,0.809
48629,Br.c1ccc(NC2=NCCC3(CCCCC3)[Se]2)cc1,CCCCCC,-11.855415773917004,0.616,0.0,0.0,0.056
19289,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,CC(C)=O,-4.716660562021454,0.651,0.907,0.0,0.475
44773,N[C@H](Cc1c[nH]cn1)C(=O)O,OCCO,-5.745229664570375,0.777,0.91,0.717,0.534
4637,O=C(O)[C@@H]1C[C@@H](O)CN1,CCO,-8.394975558691987,0.633,0.783,0.4,0.658
8269,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,CCO,-9.526010480968132,0.633,0.783,0.4,0.658
32349,CC(C)(C)c1ccc(C(=O)O)cc1,Cc1ccccc1,-3.0661547378505367,0.782,0.284,0.0,0.128
34665,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CC(C)CO,-9.315700887634009,0.657,0.684,0.311,0.828
4512,O=C(Nc1ccccc1)c1ccccc1,CCO,-5.001031557953561,0.633,0.783,0.4,0.658
18018,CC(C)c1ccc2sc3ccccc3c(=O)c2c1,CC(C)=O,-1.7869510482357502,0.651,0.907,0.0,0.475
13964,C=CC(=O)NC(C)(C)CS(=O)(=O)O,CCCCO,-5.03826346121373,0.674,0.655,0.341,0.809
27501,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,CC(C)O,-7.943392768488859,0.633,0.808,0.283,0.83
21082,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCOC(C)=O,-4.478537535054725,0.656,0.603,0.0,0.542
21183,NC(=O)c1ccc(N)cc1,CCOC(C)=O,-6.876256611922766,0.656,0.603,0.0,0.542
38515,O=C(O)c1cccc(Cl)c1C(=O)c1ccccc1,C1COCCO1,-3.3825719175389906,0.737,0.312,0.0,0.444
25048,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,CC#N,-7.921107723699423,0.645,0.974,0.044,0.286
39854,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,O,-4.103183510889305,0.681,0.997,1.062,0.025
15813,Nc1nc2ccc(OC(F)(F)F)cc2s1,CCCCO,-1.3704210119636004,0.674,0.655,0.341,0.809
25774,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,CC#N,-4.703334434775322,0.645,0.974,0.044,0.286
18190,O=C(O)c1cccc(Cl)c1C(=O)c1ccccc1,CC(C)=O,-5.781527823281054,0.651,0.907,0.0,0.475
18503,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,CC(C)=O,-23.441366373902124,0.651,0.907,0.0,0.475
5868,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CCO,-5.837199588096553,0.633,0.783,0.4,0.658
6001,O=C(c1ccccc1)C(O)c1ccccc1,CCO,-5.73837391942582,0.633,0.783,0.4,0.658
16823,CC(=O)NCC(=O)O,CC(C)=O,-6.89978710933296,0.651,0.907,0.0,0.475
12540,c1ccc2[nH]c(-c3cscn3)nc2c1,CCCO,-6.0968250627658085,0.658,0.748,0.367,0.782
545,Oc1ccc(OCc2ccccc2)cc1,CO,-2.399536619070496,0.608,0.904,0.605,0.545
48508,CCc1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCC,-7.870089949357699,0.616,0.0,0.0,0.056
19526,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CC(C)=O,-9.808177372731803,0.651,0.907,0.0,0.475
6047,CC(C)(C)c1ccc(C(=O)O)cc1,CCO,-2.2710864259346746,0.633,0.783,0.4,0.658
52826,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,Cc1ccccc1,-5.710807089593166,0.782,0.284,0.0,0.128
1798,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CO,-6.255430092942447,0.608,0.904,0.605,0.545
1217,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CO,-7.024401461101458,0.608,0.904,0.605,0.545
47171,CC(=O)N[C@@H](CC(C)C)C(=O)O,COC(C)=O,-6.104409306124116,0.645,0.637,0.0,0.527
38617,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc(O)cc1,C1COCCO1,-5.14972496249821,0.737,0.312,0.0,0.444
30080,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,CC(C)O,-12.29163053389182,0.633,0.808,0.283,0.83
26640,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,CC#N,-8.633727007672189,0.645,0.974,0.044,0.286
37907,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,C1COCCO1,-4.804841381117159,0.737,0.312,0.0,0.444
25368,NNC(=O)c1ccncc1,CC#N,-6.383026750047155,0.645,0.974,0.044,0.286
20155,O=C(O)c1ccc(CO)cc1,CCOC(C)=O,-4.689639342614542,0.656,0.603,0.0,0.542
130,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,CO,-5.962294169808202,0.608,0.904,0.605,0.545
19142,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,CC(C)=O,-12.93174301779568,0.651,0.907,0.0,0.475
15307,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CCCCO,-7.475151254236522,0.674,0.655,0.341,0.809
34689,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,CC(C)CO,-4.463670623714392,0.657,0.684,0.311,0.828
14551,NC(=O)c1ccc(N)cc1,CCCCO,-5.670250991447409,0.674,0.655,0.341,0.809
46763,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,c1ccccc1,-8.24335652578651,0.793,0.27,0.0,0.124
20141,CC(=O)Nc1ccccc1[N+](=O)[O-],CCOC(C)=O,-2.1892564076870427,0.656,0.603,0.0,0.542
41870,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O,-13.62820145965928,0.681,0.997,1.062,0.025
6321,O=C(O)/C=C/c1ccc(O)cc1,CCO,-2.981829368385,0.633,0.783,0.4,0.658
28567,Cc1cc(C)nc(Nc2ccccc2)n1,CC(C)O,-3.687680173538454,0.633,0.808,0.283,0.83
8472,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CCO,-5.662160799965382,0.633,0.783,0.4,0.658
45050,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,OCCO,-9.12691876383711,0.777,0.91,0.717,0.534
31359,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,CCCCCCCCO,-8.624778402096174,0.713,0.454,0.299,0.923
33264,Nc1cc(Cl)ccc1C(=O)O,Cc1ccccc1,-7.645690642332216,0.782,0.284,0.0,0.128
42307,COC(=O)c1ccc(C(=O)OC)cc1,CCCOC(C)=O,-3.6958194804835993,0.67,0.559,0.0,0.548
10633,COc1cc([N+](=O)[O-])ccc1N,CCCO,-5.275382395265541,0.658,0.748,0.367,0.782
43452,CNc1nc(C)nc(OC)n1,CN(C)C=O,-1.1263946696805611,0.759,0.977,0.031,0.613
10191,COc1cc2nc(Cl)nc(N)c2cc1OC,CCCO,-7.501419181057132,0.658,0.748,0.367,0.782
47901,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],CCCCOC(C)=O,-6.040654791298754,0.674,0.535,0.0,0.525
42504,CC(=O)Nc1ccccc1[N+](=O)[O-],CN(C)C=O,-1.3257638613798584,0.759,0.977,0.031,0.613
33777,c1ccc2[nH]c(-c3cscn3)nc2c1,CC(C)CO,-6.341305751468149,0.657,0.684,0.311,0.828
26884,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CC#N,-5.031654661320332,0.645,0.974,0.044,0.286
17413,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CC(C)=O,-7.569403792482712,0.651,0.907,0.0,0.475
3215,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CO,-8.853365473028452,0.608,0.904,0.605,0.545
30298,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],CC(C)O,-5.432534708667845,0.633,0.808,0.283,0.83
37631,S=C(Nc1ccccc1)Nc1ccccc1,CCC(C)O,-5.92081970753865,0.656,0.706,0.221,0.888
32697,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,Cc1ccccc1,-8.004369564987574,0.782,0.284,0.0,0.128
3633,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,CO,-11.772992370389035,0.608,0.904,0.605,0.545
21515,Nc1ccc(C(=O)O)cc1.[K],CCOC(C)=O,-8.463652424488208,0.656,0.603,0.0,0.542
4673,O=C(O)[C@@H]1CSCN1,CCO,-8.622553707074063,0.633,0.783,0.4,0.658
32173,N#CCc1ccccc1[N+](=O)[O-],Cc1ccccc1,-2.3347984153586974,0.782,0.284,0.0,0.128
29087,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,CC(C)O,-10.886987034103733,0.633,0.808,0.283,0.83
19420,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CC(C)=O,-2.540081150532656,0.651,0.907,0.0,0.475
9623,CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,CCO,-4.397343338785775,0.633,0.783,0.4,0.658
50018,CC(=O)Nc1ccccc1[N+](=O)[O-],CCCCCCCO,-4.119047174862472,0.706,0.499,0.302,0.912
41784,c1ccc2[nH]c(-c3cscn3)nc2c1,O,-14.459105959694972,0.681,0.997,1.062,0.025
44862,NC(=O)c1ccc([N+](=O)[O-])cc1,OCCO,-4.9353423100608245,0.777,0.91,0.717,0.534
21532,O=C(c1ccccc1)c1ccccc1,CCOC(C)=O,-0.6297968650591836,0.656,0.603,0.0,0.542
11417,CC(=O)c1ccc([N+](=O)[O-])cc1,CCCO,-4.1753377214316325,0.658,0.748,0.367,0.782
20220,O=C(O)[C@@H]1CSCN1,CCOC(C)=O,-8.752915524937308,0.656,0.603,0.0,0.542
41331,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,O,-14.367852861933198,0.681,0.997,1.062,0.025
12559,Nc1nc2ccc(OC(F)(F)F)cc2s1,CCCO,-1.391226504165453,0.658,0.748,0.367,0.782
10302,O=C(O)CNCc1ccccc1,CCCO,-8.091925456011893,0.658,0.748,0.367,0.782
3008,CCCc1cc(=O)[nH]c(=S)[nH]1,CO,-4.530062713501286,0.608,0.904,0.605,0.545
44893,Nc1ccc(C(=O)O)cc1.[K],OCCO,-2.060329348757054,0.777,0.91,0.717,0.534
20685,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CCOC(C)=O,-9.32575122348751,0.656,0.603,0.0,0.542
27396,CCOC(=O)[C@@H]1CSCN1.Cl,CC(C)O,-5.314446748477921,0.633,0.808,0.283,0.83
10680,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCCO,-6.657463595748915,0.658,0.748,0.367,0.782
23832,O=C(Nc1ccccc1)c1ccccc1,ClCCl,-4.3802681816590185,0.761,0.769,0.04,0.178
38722,O=c1cc(CO)occ1O,C1COCCO1,-4.412073556026178,0.737,0.312,0.0,0.444
19546,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CC(C)=O,-4.835464241331142,0.651,0.907,0.0,0.475
4078,C/C=C/C=C/C(=O)O,CO,-2.744973555206808,0.608,0.904,0.605,0.545
24691,CCCOC(=O)c1ccc(O)cc1,CC#N,-2.284745174865715,0.645,0.974,0.044,0.286
9485,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-4.482952553263842,0.633,0.783,0.4,0.658
26546,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CC#N,-4.101369177159065,0.645,0.974,0.044,0.286
11985,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCCO,-6.175387385268911,0.658,0.748,0.367,0.782
11812,CCNc1nc(Cl)nc(NC(C)C)n1,CCCO,-5.281243950358748,0.658,0.748,0.367,0.782
25076,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CC#N,-9.903487552536127,0.645,0.974,0.044,0.286
22848,CC(=O)Oc1ccccc1C(=O)O,CCOC(C)=O,-3.05645940062391,0.656,0.603,0.0,0.542
14512,NC(=O)c1ccc([N+](=O)[O-])cc1,CCCCO,-6.757612620552417,0.674,0.655,0.341,0.809
44667,O=C(O)c1cccc([N+](=O)[O-])c1O,OCCO,-2.8478296436304955,0.777,0.91,0.717,0.534
27235,O=C(O)[C@@H]1CSCN1,CC(C)O,-9.230543079293705,0.633,0.808,0.283,0.83
33640,O=C(Nc1ccccc1)c1ccccc1,CC(C)CO,-5.225996704968411,0.657,0.684,0.311,0.828
16401,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CCCCO,-4.135166556742356,0.674,0.655,0.341,0.809
39803,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,O,-9.49429606268715,0.681,0.997,1.062,0.025
23129,c1ccc(-c2nnn[nH]2)cc1,CCOC(C)=O,-4.781907364488145,0.656,0.603,0.0,0.542
38093,O=C(O)c1cccnc1Cl,C1COCCO1,-4.296215978260771,0.737,0.312,0.0,0.444
20385,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CCOC(C)=O,-3.239742017549585,0.656,0.603,0.0,0.542
5345,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCO,-5.766722274430075,0.633,0.783,0.4,0.658
32092,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,Cc1ccccc1,-8.254828926948747,0.782,0.284,0.0,0.128
33897,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,CC(C)CO,-8.028613176597567,0.657,0.684,0.311,0.828
51267,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ClCCCl,-3.759301918410482,0.771,0.742,0.03,0.126
9644,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,CCO,-1.6906479678596436,0.633,0.783,0.4,0.658
43116,O=C1OC[C@H]2[C@@H]1N(Cc1ccccc1)C(=O)N2Cc1ccccc1,CN(C)C=O,-1.7175800710538036,0.759,0.977,0.031,0.613
13162,N=C(Nc1ccccc1)Nc1ccccc1,CCCO,-3.20398721237445,0.658,0.748,0.367,0.782
15771,FC(F)(F)c1cccnc1Cl,CCCCO,-0.6729524732744261,0.674,0.655,0.341,0.809
28206,O=C(O)Cc1c[nH]c2ccccc12,CC(C)O,-10.453400565010163,0.633,0.808,0.283,0.83
9175,COc1cc(CO)ccc1O,CCO,-2.769393831343262,0.633,0.783,0.4,0.658
13389,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCCO,-7.1184763102977895,0.658,0.748,0.367,0.782
49467,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ClC(Cl)Cl,-2.5882691627831536,0.783,0.614,0.047,0.071
24539,O=C(O)CNCc1ccccc1,CC#N,-10.982297213908058,0.645,0.974,0.044,0.286
37952,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,C1COCCO1,-1.333322476353785,0.737,0.312,0.0,0.444
918,Cc1cnc(C(=O)O)cn1,CO,-10.814790742899245,0.608,0.904,0.605,0.545
44886,COc1cc(C(=O)O)cc(OC)c1O,OCCO,-4.2274189164474425,0.777,0.91,0.717,0.534
13903,COc1cc2c(cc1OC)C(=O)CC2,CCCCO,-3.346254754198031,0.674,0.655,0.341,0.809
37786,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,C1COCCO1,-5.991464547107982,0.737,0.312,0.0,0.444
3501,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CO,-6.152572707502739,0.608,0.904,0.605,0.545
10613,CN(C)Cc1c[nH]c2ccccc12,CCCO,-5.582538767370837,0.658,0.748,0.367,0.782
28363,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,CC(C)O,-6.112954444695692,0.633,0.808,0.283,0.83
25630,O=C(c1ccccc1)C(O)c1ccccc1,CC#N,-4.844316094779807,0.645,0.974,0.044,0.286
24547,O=C(O)c1cccc([N+](=O)[O-])c1O,CC#N,-2.6232036656920914,0.645,0.974,0.044,0.286
47054,O=C(Nc1ccccc1)c1ccccc1O,COC(C)=O,-2.868780730740768,0.645,0.637,0.0,0.527
10606,CN(C)Cc1c[nH]c2ccccc12,CCCO,-2.965785197186039,0.658,0.748,0.367,0.782
29892,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CC(C)O,-7.416915623429067,0.633,0.808,0.283,0.83
21251,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CCOC(C)=O,-8.393781581501038,0.656,0.603,0.0,0.542
14913,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCCCO,-4.403863329283056,0.674,0.655,0.341,0.809
43024,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,CN(C)C=O,-7.189720391104689,0.759,0.977,0.031,0.613
25218,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC#N,-2.801317469072653,0.645,0.974,0.044,0.286
36712,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCC(C)=O,-4.439655747510518,0.669,0.872,0.0,0.52
46983,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,COC(C)=O,-5.339139361068292,0.645,0.637,0.0,0.527
24221,COC(=O)[C@@H](N)CS.Cl,CC#N,-7.751725349276666,0.645,0.974,0.044,0.286
25611,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,CC#N,-4.213128098212068,0.645,0.974,0.044,0.286
