,SMILES,"T,K",Solubility,Solvent,SMILES_Solvent,Source
15571,O=C(Oc1ccccc1)c1ccccc1O,303.15,0.3404,n-butanol,CCCCO,10.1021/je800668j
15633,C1CN2CCN1CC2,303.15,0.409,n-butanol,CCCCO,10.1021/je8005375
15687,C1=Cc2cccc3cccc1c23,303.15,0.028995,n-butanol,CCCCO,10.1021/je700347h
15713,C1CN2CCN1CC2,303.15,0.00755,n-butanol,CCCCO,10.1021/je700186v
15751,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,303.15,0.000223,n-butanol,CCCCO,10.1021/acs.jced.9b00728
15758,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,303.15,0.001417,n-butanol,CCCCO,10.1021/acs.jced.9b00353
15771,FC(F)(F)c1cccnc1Cl,303.15,0.5102,n-butanol,CCCCO,10.1021/acs.jced.8b00989
15776,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,303.15,0.01585,n-butanol,CCCCO,10.1021/acs.jced.8b00863
15785,COC(=O)[C@H](N)c1ccc(O)cc1,303.15,0.0022441,n-butanol,CCCCO,10.1021/acs.jced.6b00415
15794,S=C(Nc1ccccc1)Nc1ccccc1,303.15,0.003424,n-butanol,CCCCO,10.1016/j.jct.2021.106605
15804,O=C(O)COc1ccc(Cl)cc1Cl,303.15,0.146,n-butanol,CCCCO,10.1016/j.jct.2021.106589
15813,Nc1nc2ccc(OC(F)(F)F)cc2s1,303.15,0.254,n-butanol,CCCCO,10.1016/j.jct.2021.106569
15823,CC(=O)Nc1ccc(C(=O)O)cc1,303.15,0.00812,n-butanol,CCCCO,10.1016/j.jct.2021.106478
15833,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,303.15,0.01288,n-butanol,CCCCO,10.1016/j.jct.2021.106398
15843,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,303.15,0.01406,n-butanol,CCCCO,10.1016/j.jct.2021.106451
15853,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,303.15,0.0006497,n-butanol,CCCCO,10.1016/j.jct.2020.106323
15863,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,303.15,0.01766,n-butanol,CCCCO,10.1016/j.jct.2020.106259
15872,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,303.15,0.008,n-butanol,CCCCO,10.1016/j.jct.2020.106239
15882,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,303.15,0.006455,n-butanol,CCCCO,10.1016/j.jct.2020.106231
15893,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,303.15,0.0001203,n-butanol,CCCCO,10.1016/j.jct.2019.07.018
15900,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,303.15,0.005421,n-butanol,CCCCO,10.1016/j.jct.2019.105882
15910,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],303.15,0.006656,n-butanol,CCCCO,10.1016/j.jct.2019.03.029
15917,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],303.15,0.002013,n-butanol,CCCCO,10.1016/j.jct.2019.01.013
15928,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,303.15,0.0001016,n-butanol,CCCCO,10.1016/j.jct.2016.02.020
15944,S=c1[nH]c2ccccc2s1,303.15,0.03862,n-butanol,CCCCO,10.1016/j.jct.2017.05.013
15959,Cc1cc(C)[nH]n1,303.15,0.2114,n-butanol,CCCCO,10.1016/j.jct.2017.02.011
15974,Cc1ccc(N)c([N+](=O)[O-])c1,303.15,0.02966,n-butanol,CCCCO,10.1016/j.jct.2017.02.008
15980,COc1cc(CO)ccc1O,303.15,0.0393,n-butanol,CCCCO,10.1016/j.jct.2016.11.030
15993,Clc1ccc2c(c1)Nc1ccccc1S2,303.15,0.004922,n-butanol,CCCCO,10.1016/j.jct.2016.11.029
16008,Nc1ccc([N+](=O)[O-])cc1N,303.15,0.001041,n-butanol,CCCCO,10.1016/j.jct.2016.11.014
16025,Nc1cc(Cl)ccc1C(=O)O,303.15,0.01839,n-butanol,CCCCO,10.1016/j.jct.2016.11.019
16040,Cc1cc([N+](=O)[O-])ccc1N,303.15,0.01448,n-butanol,CCCCO,10.1016/j.jct.2016.10.037
16057,O=Cc1cccc([N+](=O)[O-])c1,303.15,0.0973,n-butanol,CCCCO,10.1016/j.jct.2016.10.040
16068,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,303.15,0.105,n-butanol,CCCCO,10.1016/j.jct.2016.10.014
16076,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,303.15,0.000479,n-butanol,CCCCO,10.1016/j.jct.2016.09.011
16084,O=Cc1ccc([N+](=O)[O-])cc1,303.15,0.02247,n-butanol,CCCCO,10.1016/j.jct.2016.09.012
16090,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,303.15,0.000187,n-butanol,CCCCO,10.1016/j.jct.2016.09.015
16101,O=Cc1ccc(C=O)cc1,303.15,0.02609,n-butanol,CCCCO,10.1016/j.jct.2016.07.013
16110,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,303.15,0.00423,n-butanol,CCCCO,10.1016/j.jct.2016.08.034
16125,CC1=NN(c2ccc(C)cc2)C(=O)C1,303.15,0.04438,n-butanol,CCCCO,10.1016/j.jct.2016.08.007
16140,O=[N+]([O-])c1ccc(O)c2ncccc12,303.15,0.001525,n-butanol,CCCCO,10.1016/j.jct.2016.04.018
16150,Cc1ccc(C(C)C)c(O)c1,303.15,0.6133,n-butanol,CCCCO,10.1016/j.jct.2015.09.010
16158,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,303.15,0.003702,n-butanol,CCCCO,10.1016/j.jct.2015.11.005
16173,O=C1NC(=O)c2ccccc21,303.15,0.003365,n-butanol,CCCCO,10.1016/j.jct.2015.10.024
16184,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,303.15,0.02143,n-butanol,CCCCO,10.1016/j.jct.2016.05.005
16187,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,303.15,0.000404,n-butanol,CCCCO,10.1016/j.jct.2016.05.003
16201,O=S(=O)(c1ccc(O)cc1)c1ccccc1O,303.15,0.06944,n-butanol,CCCCO,10.1016/j.jct.2016.07.001
16214,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],303.15,0.01249,n-butanol,CCCCO,10.1016/j.jct.2016.07.023
16227,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,303.15,0.012613,n-butanol,CCCCO,10.1016/j.jct.2016.01.023
16243,N=C(Nc1ccccc1)Nc1ccccc1,303.15,0.04309,n-butanol,CCCCO,10.1016/j.jct.2016.03.011
16252,C/C=C/C=C/C(=O)O,303.15,0.10791,n-butanol,CCCCO,10.1016/j.jct.2015.02.004
16278,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,303.15,0.0006901,n-butanol,CCCCO,10.1016/j.jct.2015.07.010
16291,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,303.15,0.02511,n-butanol,CCCCO,10.1016/j.jct.2016.09.038
16304,CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,303.15,0.009097,n-butanol,CCCCO,10.1016/j.jct.2015.11.025
16314,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,303.15,0.0003879,n-butanol,CCCCO,10.1016/j.jct.2016.01.003
16328,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,303.15,0.1805,n-butanol,CCCCO,10.1016/j.jct.2014.04.011
16341,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,303.15,0.0001883,n-butanol,CCCCO,10.1016/j.jct.2012.08.007
16360,Clc1ncnc2[nH]ccc12,303.15,0.02272,n-butanol,CCCCO,10.1016/j.jct.2021.106493
16369,Nc1nc(N)nc(NC2CC2)n1,303.15,0.001496,n-butanol,CCCCO,10.1016/j.fluid.2018.07.024
16378,Cn1cc([N+](=O)[O-])cn1,303.15,0.005594,n-butanol,CCCCO,10.1016/j.fluid.2018.05.023
16384,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,303.15,0.00895,n-butanol,CCCCO,10.1016/j.fluid.2018.05.005
16394,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,303.15,0.236,n-butanol,CCCCO,10.1016/j.fluid.2018.01.015
16401,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,303.15,0.016,n-butanol,CCCCO,10.1016/j.fluid.2017.12.024
16410,Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],303.15,0.010541,n-butanol,CCCCO,10.1016/j.fluid.2017.04.008
16417,O=C(O)CN(CC(=O)O)CP(=O)(O)O,303.15,0.0001858,n-butanol,CCCCO,10.1016/j.fluid.2014.08.036
16430,CCn1c2ccccc2c2ccccc21,303.15,0.0316,n-butanol,CCCCO,10.1016/j.fluid.2014.06.030
16440,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,303.15,0.004427,n-butanol,CCCCO,10.1016/j.fluid.2014.04.028
16450,O=C1C=CC(=O)O1,303.15,0.02359,n-butanol,CCCCO,10.1016/j.fluid.2014.01.008
16460,C/C=C/C(=O)O,303.15,0.3773,n-butanol,CCCCO,10.1016/j.fluid.2013.06.038
16476,COC(=O)[C@@H](N)CS.Cl,303.15,0.00093,acetone,CC(C)=O,10.1021/acs.jced.0c00795
16487,O=C(Nc1ccccc1)c1ccccc1,303.15,0.024635,acetone,CC(C)=O,10.1021/acs.jced.0c00167
16495,Nc1ccc(S(N)(=O)=O)cc1,303.15,0.097548,acetone,CC(C)=O,10.1021/acs.jced.9b00411
16524,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,303.15,0.000249,acetone,CC(C)=O,10.1021/acs.jced.0c00616
16534,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,303.15,0.03188,acetone,CC(C)=O,10.1021/acs.jced.1c00092
16552,Cc1cc(Cl)cc(C(=O)O)c1N,303.15,0.022705,acetone,CC(C)=O,10.1021/acs.jced.1c00047
16559,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,303.15,4.7e-05,acetone,CC(C)=O,10.1021/acs.jced.0c01074
16564,CSCCC(NC(C)=O)C(=O)O,303.15,0.03698,acetone,CC(C)=O,10.1021/acs.jced.1c00064
16580,O=C(O)[C@@H]1C[C@@H](O)CN1,303.15,0.002054,acetone,CC(C)=O,10.1021/acs.jced.0c00794
16591,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],303.15,0.014,acetone,CC(C)=O,10.1021/acs.jced.0c00752
16600,O=Cc1cc(C=O)cc(C=O)c1,303.15,0.019093,acetone,CC(C)=O,10.1021/acs.jced.0c00776
16608,OCC(O)COc1ccc(Cl)cc1,303.15,0.1639,acetone,CC(C)=O,10.1021/acs.jced.0c00900
16616,O=C(O)[C@@H]1CSCN1,303.15,0.000537,acetone,CC(C)=O,10.1021/acs.jced.0c00996
16622,CCOc1ccccc1C(N)=O,303.15,0.022621,acetone,CC(C)=O,10.1021/acs.jced.0c01081
16633,O=C(O)c1cccc(O)c1O,303.15,0.1126,acetone,CC(C)=O,10.1021/acs.jced.0c01032
16642,NC(=O)[C@@H]1CCCN1,303.15,0.15439,acetone,CC(C)=O,10.1021/acs.jced.0c00961
16653,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,303.15,0.00042544,acetone,CC(C)=O,10.1021/acs.jced.0c00803
16661,c1ccc2[nH]c(-c3cscn3)nc2c1,303.15,0.001047,acetone,CC(C)=O,10.1021/acs.jced.0c00724
16671,c1cnc2[nH]ccc2c1,303.15,0.3613,acetone,CC(C)=O,10.1021/acs.jced.0c00128
16681,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,303.15,0.00268,acetone,CC(C)=O,10.1021/acs.jced.0c00040
16686,CC1=NN(c2ccccc2)C(=O)C1,303.15,0.037072,acetone,CC(C)=O,10.1021/acs.jced.0c00290
16695,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,303.15,0.0224,acetone,CC(C)=O,10.1021/acs.jced.0c00201
16702,Cl.N=C(N=C(N)N)N1CCOCC1,303.15,6.2e-05,acetone,CC(C)=O,10.1021/acs.jced.0c00015
16709,Nc1nc(=O)[nH]cc1F,303.15,0.0001584,acetone,CC(C)=O,10.1021/acs.jced.1c00206
16716,O=C(O)CNCc1ccccc1,303.15,0.000133,acetone,CC(C)=O,10.1021/acs.jced.1c00050
16721,Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,303.15,0.000224,acetone,CC(C)=O,10.1021/acs.jced.1c00239
16730,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,303.15,0.004326,acetone,CC(C)=O,10.1021/acs.jced.1c00302
16735,CCOC(=O)[C@@H]1CSCN1.Cl,303.15,0.000348,acetone,CC(C)=O,10.1021/acs.jced.1c00079
16740,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,303.15,0.074983,acetone,CC(C)=O,10.1021/acs.jced.1c00201
16748,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,303.15,0.06827,acetone,CC(C)=O,10.1021/acs.jced.1c00232
16757,Nc1cccc(C(=O)O)c1,303.15,0.03752,acetone,CC(C)=O,10.1021/acs.jced.1c00247
16764,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,303.15,0.100168,acetone,CC(C)=O,10.1021/acs.jced.1c00240
16770,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,303.15,0.0023,acetone,CC(C)=O,10.1021/acs.jced.0c00047
16779,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,303.15,0.000749,acetone,CC(C)=O,10.1021/acs.jced.0c00097
16790,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,303.15,0.00018413,acetone,CC(C)=O,10.1021/acs.jced.0c00332
16795,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,303.15,0.000962,acetone,CC(C)=O,10.1021/acs.jced.0c00353
16800,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,303.15,0.00182,acetone,CC(C)=O,10.1021/acs.jced.1c00485
16807,COc1cc2c(cc1OC)C(=O)CC2,303.15,0.101259,acetone,CC(C)=O,10.1021/acs.jced.1c00040
16816,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,303.15,1.675e-05,acetone,CC(C)=O,10.1021/acs.jced.0c01067
16823,CC(=O)NCC(=O)O,303.15,0.001008,acetone,CC(C)=O,10.1021/acs.jced.0c00983
16831,CC(=O)N1CCC[C@H]1C(=O)O,303.15,0.03477,acetone,CC(C)=O,10.1021/acs.jced.1c00032
16836,NC1CCSC1=O,303.15,0.00026,acetone,CC(C)=O,10.1021/acs.jced.0c01089
16843,CCCOC(=O)c1ccc(O)cc1,303.15,0.3089,acetone,CC(C)=O,10.1021/acs.jced.0c00584
16853,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,303.15,0.01415,acetone,CC(C)=O,10.1021/acs.jced.0c00513
16861,C=CC(=O)NC(C)(C)CS(=O)(=O)O,303.15,0.01072,acetone,CC(C)=O,10.1021/acs.jced.0c00578
16871,O=[N+]([O-])N(CCO)CCO.O=[N+]([O-])O.O=[N+]([O-])O,303.15,0.43948,acetone,CC(C)=O,10.1021/acs.jced.0c00211
16876,N[C@@H](CS)C(=O)O,303.15,0.011515,acetone,CC(C)=O,10.1021/acs.jced.0c00031
16883,Oc1ccc(OCc2ccccc2)cc1,303.15,3.1e-05,acetone,CC(C)=O,10.1021/acs.jced.9b00817
16888,O=C([O-])/C=C/C(=O)O.[Na+],303.15,3.78e-05,acetone,CC(C)=O,10.1021/acs.jced.9b01203
16894,O=c1[nH]c2ccccc2c(=O)o1,303.15,0.01089,acetone,CC(C)=O,10.1021/acs.jced.9b01164
16902,O=C[C@H](O)[C@H](O)[C@H](O)CO,303.15,0.00509,acetone,CC(C)=O,10.1021/acs.jced.0c00009
16908,Oc1c(Br)cc(Br)c2cccnc12,303.15,0.001311,acetone,CC(C)=O,10.1021/acs.jced.9b01190
16966,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,303.15,0.0055,acetone,CC(C)=O,10.1021/acs.jced.9b01192
16975,CC(=O)N[C@@H](CC(C)C)C(=O)O,303.15,0.007344,acetone,CC(C)=O,10.1021/acs.jced.9b01151
16986,CN(C)Cc1c[nH]c2ccccc12,303.15,0.04628,acetone,CC(C)=O,10.1021/acs.jced.9b00911
16991,C[C@H](N)C(=O)O,303.15,0.000138,acetone,CC(C)=O,10.1021/acs.jced.9b00743
17008,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],303.15,0.0004442,acetone,CC(C)=O,10.1021/acs.jced.9b00999
17013,O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12.[Na+].[Na+],303.15,7.41e-05,acetone,CC(C)=O,10.1021/acs.jced.9b00029
17022,O=C(O)c1cccnc1Cl,303.15,0.01837,acetone,CC(C)=O,10.1021/acs.jced.9b00661
17027,O=C(O)[C@@H]1CCCN1,303.15,0.000282,acetone,CC(C)=O,10.1021/acs.jced.9b00802
17034,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,303.15,0.0008674,acetone,CC(C)=O,10.1021/acs.jced.9b00703
17043,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,303.15,0.0004246,acetone,CC(C)=O,10.1021/acs.jced.9b00490
17064,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,303.15,0.02105,acetone,CC(C)=O,10.1021/acs.jced.8b00632
17075,O=P(O)(O)c1ccccc1,303.15,0.17815,acetone,CC(C)=O,10.1021/acs.jced.9b00362
17085,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,303.15,0.00273,acetone,CC(C)=O,10.1021/acs.jced.9b00286
17093,O=[N+]([O-])c1ncccc1O,303.15,0.3536,acetone,CC(C)=O,10.1021/acs.jced.9b00564
17110,N=C(N)NC(N)=S,303.15,0.020329,acetone,CC(C)=O,10.1021/acs.jced.9b00458
17129,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,303.15,0.01029,acetone,CC(C)=O,10.1021/acs.jced.7b00695
17138,O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,303.15,0.000251,acetone,CC(C)=O,10.1021/acs.jced.7b00518
17148,O=C1C=CC(=O)N1c1ccccc1Br,303.15,0.1899,acetone,CC(C)=O,10.1021/acs.jced.9b00560
17168,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,303.15,0.00717,acetone,CC(C)=O,10.1021/acs.jced.9b00696
17177,N[C@@H](CO)C(=O)O,303.15,4.5e-05,acetone,CC(C)=O,10.1021/acs.jced.9b00460
17188,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,303.15,0.00022,acetone,CC(C)=O,10.1021/acs.jced.9b00562
17201,Cc1cnc(C(=O)O)cn1,303.15,1.56e-05,acetone,CC(C)=O,10.1021/acs.jced.9b00406
17208,Nc1nnn[nH]1,303.15,0.001117,acetone,CC(C)=O,10.1021/acs.jced.9b00385
17214,NNC(=O)NN.O=[N+]([O-])NC1=NC(C2N=NC(N[N+](=O)[O-])=N2)N=N1,303.15,0.0001465,acetone,CC(C)=O,10.1021/acs.jced.9b00275
17236,Sc1nc2ccccc2[nH]1,303.15,0.01603,acetone,CC(C)=O,10.1021/acs.jced.9b00190
17245,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,303.15,0.2263,acetone,CC(C)=O,10.1021/acs.jced.9b00294
17254,Cc1n[nH]c2cc([N+](=O)[O-])ccc12,303.15,0.0481,acetone,CC(C)=O,10.1021/acs.jced.8b01256
17266,NS(=O)(=O)c1ccccc1,303.15,0.1648,acetone,CC(C)=O,10.1021/acs.jced.9b00360
17276,CN(C)/C=C/C(=O)c1cccnc1,303.15,0.0127,acetone,CC(C)=O,10.1021/acs.jced.9b00047
17287,N#Cc1cccc([N+](=O)[O-])c1C#N,303.15,0.0472,acetone,CC(C)=O,10.1021/acs.jced.8b01250
17298,O=Cc1cc([N+](=O)[O-])ccc1O,303.15,0.03924,acetone,CC(C)=O,10.1021/acs.jced.9b00232
17304,N[C@H](CC(=O)O)C(=O)O,303.15,0.004024,acetone,CC(C)=O,10.1021/acs.jced.9b00320
17316,N#CCc1ccccc1[N+](=O)[O-],303.15,0.259,acetone,CC(C)=O,10.1021/acs.jced.9b00243
17323,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,303.15,0.0905,acetone,CC(C)=O,10.1021/acs.jced.9b00045
17337,CC12CCC(CC1=O)C2(C)C,303.15,0.5529,acetone,CC(C)=O,10.1021/acs.jced.9b00045
17348,Nc1cc([N+](=O)[O-])ccc1Cl,303.15,0.1682,acetone,CC(C)=O,10.1021/acs.jced.8b00931
17357,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,303.15,0.01363,acetone,CC(C)=O,10.1021/acs.jced.8b01181
17366,N#CCC(N)=O,303.15,0.06125,acetone,CC(C)=O,10.1021/acs.jced.8b01205
17375,Cc1cccc(C(=O)O)c1N,303.15,0.1206,acetone,CC(C)=O,10.1021/acs.jced.8b01226
17384,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,303.15,1.121e-06,acetone,CC(C)=O,10.1021/acs.jced.8b01080
17392,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,303.15,5.971e-06,acetone,CC(C)=O,10.1021/acs.jced.8b01051
17402,O=C(O)Cc1c[nH]c2ccccc12,303.15,3.258e-05,acetone,CC(C)=O,10.1021/acs.jced.8b01265
17413,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,303.15,0.000516,acetone,CC(C)=O,10.1021/acs.jced.8b01062
17421,NC(=O)c1ccc(N)cc1,303.15,0.0105,acetone,CC(C)=O,10.1021/acs.jced.8b01144
17430,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,303.15,0.0003715,acetone,CC(C)=O,10.1021/acs.jced.8b01101
17441,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,303.15,0.08141,acetone,CC(C)=O,10.1021/acs.jced.8b01099
17451,Cc1nc(C)c(C)nc1C,303.15,0.15632,acetone,CC(C)=O,10.1021/acs.jced.8b00888
17460,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,303.15,0.002036,acetone,CC(C)=O,10.1021/acs.jced.8b00902
17469,N#CCc1ccc([N+](=O)[O-])cc1,303.15,0.111,acetone,CC(C)=O,10.1021/acs.jced.8b00811
17479,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,303.15,0.00108875,acetone,CC(C)=O,10.1021/acs.jced.8b00717
17488,CC[C@@H](C(N)=O)N1CCCC1=O,303.15,0.01748,acetone,CC(C)=O,10.1021/acs.jced.8b00720
17495,O=C(O)c1cc2ccccc2cc1O,303.15,0.04228,acetone,CC(C)=O,10.1021/acs.jced.8b00578
17507,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,303.15,0.006999,acetone,CC(C)=O,10.1021/acs.jced.8b00333
17517,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,303.15,0.003796,acetone,CC(C)=O,10.1021/acs.jced.8b00333
17546,N#Cc1cccc([N+](=O)[O-])c1,303.15,0.1641,acetone,CC(C)=O,10.1021/acs.jced.7b00615
17569,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,303.15,0.001486,acetone,CC(C)=O,10.1021/acs.jced.7b00542
17577,NC(=O)c1cccnc1,303.15,0.0233674,acetone,CC(C)=O,10.1021/acs.jced.8b00560
17588,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,303.15,0.0001097,acetone,CC(C)=O,10.1021/acs.jced.8b00416
17615,Nc1nc(Cl)cc(Cl)n1,303.15,0.01098,acetone,CC(C)=O,10.1021/acs.jced.8b00292
17623,O=C(c1ccccc1)C(O)c1ccccc1,303.15,0.01876,acetone,CC(C)=O,10.1021/acs.jced.7b00238
17653,On1nnc2ccccc21,303.15,0.02855,acetone,CC(C)=O,10.1021/acs.jced.7b00316
17675,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,303.15,9.616e-06,acetone,CC(C)=O,10.1021/acs.jced.8b00235
17685,O=c1nc[nH]c2[nH]ncc12,303.15,0.001656,acetone,CC(C)=O,10.1021/acs.jced.8b00430
17697,CC(=O)c1cccc([N+](=O)[O-])c1,303.15,0.2637,acetone,CC(C)=O,10.1021/acs.jced.8b00192
17706,CC(=O)c1ccc([N+](=O)[O-])cc1,303.15,0.2872,acetone,CC(C)=O,10.1021/acs.jced.8b00192
17716,COc1ccc(C(=O)N2CCCC2=O)cc1,303.15,0.06259,acetone,CC(C)=O,10.1021/acs.jced.8b00023
17726,O=C(O)Cc1ccccc1Cl,303.15,0.3261,acetone,CC(C)=O,10.1021/acs.jced.8b00139
