,smiles,solvent,logsol,ET(30) (kcal mol-1),ETN
19526,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CC(C)=O,-9.808177372731803,42.2,0.355
6047,CC(C)(C)c1ccc(C(=O)O)cc1,CCO,-2.2710864259346746,51.9,0.654
52826,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,Cc1ccccc1,-5.710807089593166,33.9,0.099
1798,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CO,-6.255430092942447,55.4,0.762
1217,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CO,-7.024401461101458,55.4,0.762
47171,CC(=O)N[C@@H](CC(C)C)C(=O)O,COC(C)=O,-6.104409306124116,38.9,0.253
38617,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc(O)cc1,C1COCCO1,-5.14972496249821,36.0,0.164
30080,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,CC(C)O,-12.29163053389182,48.4,0.546
26640,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,CC#N,-8.633727007672189,45.6,0.46
37907,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,C1COCCO1,-4.804841381117159,36.0,0.164
25368,NNC(=O)c1ccncc1,CC#N,-6.383026750047155,45.6,0.46
20155,O=C(O)c1ccc(CO)cc1,CCOC(C)=O,-4.689639342614542,38.1,0.228
130,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,CO,-5.962294169808202,55.4,0.762
19142,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,CC(C)=O,-12.93174301779568,42.2,0.355
15307,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CCCCO,-7.475151254236522,49.7,0.586
34689,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,CC(C)CO,-4.463670623714392,48.6,0.552
14551,NC(=O)c1ccc(N)cc1,CCCCO,-5.670250991447409,49.7,0.586
46763,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,c1ccccc1,-8.24335652578651,34.3,0.111
20141,CC(=O)Nc1ccccc1[N+](=O)[O-],CCOC(C)=O,-2.1892564076870427,38.1,0.228
41870,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,O,-13.62820145965928,63.1,1.0
6321,O=C(O)/C=C/c1ccc(O)cc1,CCO,-2.981829368385,51.9,0.654
28567,Cc1cc(C)nc(Nc2ccccc2)n1,CC(C)O,-3.687680173538454,48.4,0.546
8472,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CCO,-5.662160799965382,51.9,0.654
45050,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,OCCO,-9.12691876383711,56.3,0.79
31359,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,CCCCCCCCO,-8.624778402096174,48.1,0.537
33264,Nc1cc(Cl)ccc1C(=O)O,Cc1ccccc1,-7.645690642332216,33.9,0.099
42307,COC(=O)c1ccc(C(=O)OC)cc1,CCCOC(C)=O,-3.6958194804835993,37.5,0.21
10633,COc1cc([N+](=O)[O-])ccc1N,CCCO,-5.275382395265541,50.7,0.617
43452,CNc1nc(C)nc(OC)n1,CN(C)C=O,-1.1263946696805611,43.2,0.386
10191,COc1cc2nc(Cl)nc(N)c2cc1OC,CCCO,-7.501419181057132,50.7,0.617
47901,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],CCCCOC(C)=O,-6.040654791298754,38.5,0.241
42504,CC(=O)Nc1ccccc1[N+](=O)[O-],CN(C)C=O,-1.3257638613798584,43.2,0.386
33777,c1ccc2[nH]c(-c3cscn3)nc2c1,CC(C)CO,-6.341305751468149,48.6,0.552
26884,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CC#N,-5.031654661320332,45.6,0.46
17413,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CC(C)=O,-7.569403792482712,42.2,0.355
3215,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CO,-8.853365473028452,55.4,0.762
30298,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],CC(C)O,-5.432534708667845,48.4,0.546
37631,S=C(Nc1ccccc1)Nc1ccccc1,CCC(C)O,-5.92081970753865,47.1,0.506
32697,CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,Cc1ccccc1,-8.004369564987574,33.9,0.099
3633,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,CO,-11.772992370389035,55.4,0.762
21515,Nc1ccc(C(=O)O)cc1.[K],CCOC(C)=O,-8.463652424488208,38.1,0.228
4673,O=C(O)[C@@H]1CSCN1,CCO,-8.622553707074063,51.9,0.654
32173,N#CCc1ccccc1[N+](=O)[O-],Cc1ccccc1,-2.3347984153586974,33.9,0.099
29087,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,CC(C)O,-10.886987034103733,48.4,0.546
19420,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CC(C)=O,-2.540081150532656,42.2,0.355
9623,CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,CCO,-4.397343338785775,51.9,0.654
50018,CC(=O)Nc1ccccc1[N+](=O)[O-],CCCCCCCO,-4.119047174862472,48.5,0.549
41784,c1ccc2[nH]c(-c3cscn3)nc2c1,O,-14.459105959694972,63.1,1.0
44862,NC(=O)c1ccc([N+](=O)[O-])cc1,OCCO,-4.9353423100608245,56.3,0.79
21532,O=C(c1ccccc1)c1ccccc1,CCOC(C)=O,-0.6297968650591836,38.1,0.228
11417,CC(=O)c1ccc([N+](=O)[O-])cc1,CCCO,-4.1753377214316325,50.7,0.617
20220,O=C(O)[C@@H]1CSCN1,CCOC(C)=O,-8.752915524937308,38.1,0.228
41331,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,O,-14.367852861933198,63.1,1.0
12559,Nc1nc2ccc(OC(F)(F)F)cc2s1,CCCO,-1.391226504165453,50.7,0.617
10302,O=C(O)CNCc1ccccc1,CCCO,-8.091925456011893,50.7,0.617
3008,CCCc1cc(=O)[nH]c(=S)[nH]1,CO,-4.530062713501286,55.4,0.762
44893,Nc1ccc(C(=O)O)cc1.[K],OCCO,-2.060329348757054,56.3,0.79
20685,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CCOC(C)=O,-9.32575122348751,38.1,0.228
27396,CCOC(=O)[C@@H]1CSCN1.Cl,CC(C)O,-5.314446748477921,48.4,0.546
10680,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCCO,-6.657463595748915,50.7,0.617
23832,O=C(Nc1ccccc1)c1ccccc1,ClCCl,-4.3802681816590185,40.7,0.309
38722,O=c1cc(CO)occ1O,C1COCCO1,-4.412073556026178,36.0,0.164
19546,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CC(C)=O,-4.835464241331142,42.2,0.355
4078,C/C=C/C=C/C(=O)O,CO,-2.744973555206808,55.4,0.762
24691,CCCOC(=O)c1ccc(O)cc1,CC#N,-2.284745174865715,45.6,0.46
9485,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCO,-4.482952553263842,51.9,0.654
26546,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CC#N,-4.101369177159065,45.6,0.46
11985,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCCO,-6.175387385268911,50.7,0.617
11812,CCNc1nc(Cl)nc(NC(C)C)n1,CCCO,-5.281243950358748,50.7,0.617
25076,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CC#N,-9.903487552536127,45.6,0.46
22848,CC(=O)Oc1ccccc1C(=O)O,CCOC(C)=O,-3.05645940062391,38.1,0.228
14512,NC(=O)c1ccc([N+](=O)[O-])cc1,CCCCO,-6.757612620552417,49.7,0.586
44667,O=C(O)c1cccc([N+](=O)[O-])c1O,OCCO,-2.8478296436304955,56.3,0.79
27235,O=C(O)[C@@H]1CSCN1,CC(C)O,-9.230543079293705,48.4,0.546
33640,O=C(Nc1ccccc1)c1ccccc1,CC(C)CO,-5.225996704968411,48.6,0.552
16401,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CCCCO,-4.135166556742356,49.7,0.586
39803,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,O,-9.49429606268715,63.1,1.0
23129,c1ccc(-c2nnn[nH]2)cc1,CCOC(C)=O,-4.781907364488145,38.1,0.228
38093,O=C(O)c1cccnc1Cl,C1COCCO1,-4.296215978260771,36.0,0.164
20385,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CCOC(C)=O,-3.239742017549585,38.1,0.228
5345,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCO,-5.766722274430075,51.9,0.654
32092,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,Cc1ccccc1,-8.254828926948747,33.9,0.099
33897,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,CC(C)CO,-8.028613176597567,48.6,0.552
51267,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ClCCCl,-3.759301918410482,41.3,0.327
9644,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,CCO,-1.6906479678596436,51.9,0.654
43116,O=C1OC[C@H]2[C@@H]1N(Cc1ccccc1)C(=O)N2Cc1ccccc1,CN(C)C=O,-1.7175800710538036,43.2,0.386
13162,N=C(Nc1ccccc1)Nc1ccccc1,CCCO,-3.20398721237445,50.7,0.617
15771,FC(F)(F)c1cccnc1Cl,CCCCO,-0.6729524732744261,49.7,0.586
28206,O=C(O)Cc1c[nH]c2ccccc12,CC(C)O,-10.453400565010163,48.4,0.546
9175,COc1cc(CO)ccc1O,CCO,-2.769393831343262,51.9,0.654
13389,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCCO,-7.1184763102977895,50.7,0.617
49467,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,ClC(Cl)Cl,-2.5882691627831536,39.1,0.259
24539,O=C(O)CNCc1ccccc1,CC#N,-10.982297213908058,45.6,0.46
37952,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,C1COCCO1,-1.333322476353785,36.0,0.164
918,Cc1cnc(C(=O)O)cn1,CO,-10.814790742899245,55.4,0.762
44886,COc1cc(C(=O)O)cc(OC)c1O,OCCO,-4.2274189164474425,56.3,0.79
13903,COc1cc2c(cc1OC)C(=O)CC2,CCCCO,-3.346254754198031,49.7,0.586
37786,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,C1COCCO1,-5.991464547107982,36.0,0.164
3501,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CO,-6.152572707502739,55.4,0.762
10613,CN(C)Cc1c[nH]c2ccccc12,CCCO,-5.582538767370837,50.7,0.617
28363,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,CC(C)O,-6.112954444695692,48.4,0.546
25630,O=C(c1ccccc1)C(O)c1ccccc1,CC#N,-4.844316094779807,45.6,0.46
24547,O=C(O)c1cccc([N+](=O)[O-])c1O,CC#N,-2.6232036656920914,45.6,0.46
47054,O=C(Nc1ccccc1)c1ccccc1O,COC(C)=O,-2.868780730740768,38.9,0.253
10606,CN(C)Cc1c[nH]c2ccccc12,CCCO,-2.965785197186039,50.7,0.617
29892,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CC(C)O,-7.416915623429067,48.4,0.546
21251,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CCOC(C)=O,-8.393781581501038,38.1,0.228
14913,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCCCO,-4.403863329283056,49.7,0.586
43024,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,CN(C)C=O,-7.189720391104689,43.2,0.386
25218,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC#N,-2.801317469072653,45.6,0.46
36712,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCC(C)=O,-4.439655747510518,41.3,0.327
46983,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,COC(C)=O,-5.339139361068292,38.9,0.253
24221,COC(=O)[C@@H](N)CS.Cl,CC#N,-7.751725349276666,45.6,0.46
25611,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,CC#N,-4.213128098212068,45.6,0.46
37287,CCOC(=O)[C@@H]1CSCN1.Cl,CCC(C)O,-6.306723387329997,47.1,0.506
39260,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,O,-6.37067728407208,63.1,1.0
37335,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,CCC(C)O,-7.99839939800107,47.1,0.506
39267,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,O,-5.704206564569618,63.1,1.0
1296,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,CO,-5.403677882205863,55.4,0.762
14622,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CCCCO,-5.950706554635814,49.7,0.586
28648,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,CC(C)O,-5.339139361068292,48.4,0.546
17245,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CC(C)=O,-1.4858937263426453,42.2,0.355
48359,Cc1cc(Cl)cc(C(=O)O)c1N,CCCCCC,-7.491151595582963,31.0,0.009
36702,COc1ccc(C(=O)O)cc1OC,CCC(C)=O,-4.268697949366879,41.3,0.327
3087,CC1=NN(c2ccccc2)C(=O)C1,CO,-3.59757729570715,55.4,0.762
38969,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,C1COCCO1,-3.2685914171141337,36.0,0.164
33234,CC(C)c1ncc[nH]1,Cc1ccccc1,-3.337659360858168,33.9,0.099
41753,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,O,-4.474141923581687,63.1,1.0
1043,N#CCc1ccccc1[N+](=O)[O-],CO,-3.750754857832024,55.4,0.762
23505,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,CCOC(C)=O,-3.007602446124478,38.1,0.228
10481,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CCCO,-3.917538186116256,50.7,0.617
5453,Cc1cnc(C(=O)O)cn1,CCO,-10.5690195660631,51.9,0.654
44990,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,OCCO,-2.827678688557741,56.3,0.79
36341,c1ccc2[nH]c(-c3cscn3)nc2c1,CCC(C)=O,-6.285567187362686,41.3,0.327
4800,Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,CCO,-5.315870525795626,51.9,0.654
45205,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,C1CCCCC1,-4.981902075273383,30.9,0.006
30914,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CC(C)O,-6.503624393887109,48.4,0.546
40926,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,O,-10.681756986512909,63.1,1.0
45780,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],C1CCCCC1,-10.378302738779086,30.9,0.006
1166,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CO,-12.668425615845386,55.4,0.762
13946,CCCOC(=O)c1ccc(O)cc1,CCCCO,-1.443076375218875,49.7,0.586
17188,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CC(C)=O,-8.421883011611913,42.2,0.355
23839,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,ClCCl,-8.17360348702616,40.7,0.309
15160,COc1ccc(C(=O)O)c(OC)c1,CCCCO,-3.9738984091462335,49.7,0.586
8182,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,CCO,-1.4304552569056603,51.9,0.654
9035,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCO,-5.527478990187809,51.9,0.654
24825,CC(=O)N[C@@H](CC(C)C)C(=O)O,CC#N,-6.420403011401788,45.6,0.46
13526,O=C(O)COc1ccc(Cl)cc1,CCCCO,-2.9943332526402835,49.7,0.586
10244,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CCCO,-3.1660462112236685,50.7,0.617
1602,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,CO,-5.91302312080142,55.4,0.762
47415,O=P(NCc1ccccc1)(Oc1ccccc1)Oc1ccccc1,COC(C)=O,-3.201527186533588,38.9,0.253
30964,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,CC(C)O,-11.433744667095787,48.4,0.546
1209,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CO,-7.35874090239211,55.4,0.762
2341,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,CO,-4.594220354801839,55.4,0.762
42947,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CN(C)C=O,-6.7610608998313335,43.2,0.386
12765,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCCO,-5.652994307824096,50.7,0.617
28558,COc1ccc(CC(=O)O)cc1,CC(C)O,-1.480605040591132,48.4,0.546
19959,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC(C)=O,-5.206650178022213,42.2,0.355
8379,CC1=NN(c2ccccc2)C(=O)C1,CCO,-3.3286906908754075,51.9,0.654
20183,O=C(O)[C@@H]1C[C@@H](O)CN1,CCOC(C)=O,-6.633158446079012,38.1,0.228
19868,COC(=O)[C@H](N)c1ccccc1.Cl,CC(C)=O,-9.458801731274685,42.2,0.355
28639,O=C(c1ccccc1)c1ccccc1,CC(C)O,-1.2601904843241645,48.4,0.546
23798,C/C=C/C(=O)O,CCOC(C)=O,-0.7776163371863952,38.1,0.228
8704,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],CCO,-6.1821409082846905,51.9,0.654
45342,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,C1CCCCC1,-7.687768392563744,30.9,0.006
9440,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,CCO,-3.9948612837371504,51.9,0.654
13802,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CCCCO,-2.074350522935686,49.7,0.586
13004,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCCO,-2.8699810682484306,50.7,0.617
4397,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,CO,-5.822566010646168,55.4,0.762
46725,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,c1ccccc1,-5.805815200221352,34.3,0.111
42869,N[C@@H](Cc1ccc(O)cc1)C(=O)O,CN(C)C=O,-7.387728439265363,43.2,0.386
27367,O=C(O)CNCc1ccccc1,CC(C)O,-9.251162366496438,48.4,0.546
29842,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,CC(C)O,-12.220983258265928,48.4,0.546
464,CC(=O)NCC(=O)O,CO,-4.65415036820981,55.4,0.762
11046,Cc1cccc(C(=O)O)c1N,CCCO,-3.369408059172748,50.7,0.617
34200,NC(=O)c1ccc(N)cc1,CC(C)CO,-5.7799078650456925,48.6,0.552
1954,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CO,-4.5601012226205135,55.4,0.762
22906,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCOC(C)=O,-4.802524165616008,38.1,0.228
8532,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CCO,-8.536376010833012,51.9,0.654
12378,COc1cc([N+](=O)[O-])ccc1N,CCCO,-5.275382395265541,50.7,0.617
28296,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CC(C)O,-7.604910480939621,48.4,0.546
41894,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,O,-10.130639125247876,63.1,1.0
19249,O=c1cc(CO)occ1O,CC(C)=O,-5.191977330776711,42.2,0.355
47715,O=C(Nc1ccccc1)c1ccccc1O,CCCCOC(C)=O,-3.1351368797813164,38.5,0.241
40159,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],O,-13.081931859109991,63.1,1.0
42637,O=c1cc(CBr)c2ccccc2[nH]1,CN(C)C=O,-5.060876510533003,43.2,0.386
32525,Nc1ccc(Cc2ccc(N)cc2)cc1,Cc1ccccc1,-3.713172146682981,33.9,0.099
37277,CC1=NN(c2ccccc2)C(=O)C1,CCC(C)O,-3.519001667544323,47.1,0.506
24085,c1ccc(OP2(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=N2)cc1,ClCCl,-1.8432633120951707,40.7,0.309
20542,Oc1ccc(OCc2ccccc2)cc1,CCOC(C)=O,-0.9177918580004224,38.1,0.228
41926,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,O,-9.07493573496998,63.1,1.0
43817,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CN(C)C=O,-4.742250726536459,43.2,0.386
39272,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,O,-4.530897941613504,63.1,1.0
38587,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc([N+](=O)[O-])cc1,C1COCCO1,-6.064465439992472,36.0,0.164
21154,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CCOC(C)=O,-9.437240972168103,38.1,0.228
38592,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1cccc([N+](=O)[O-])c1,C1COCCO1,-5.114496933630346,36.0,0.164
8479,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,CCO,-10.436899674974914,51.9,0.654
47035,OCC(O)COc1ccc(Cl)cc1,COC(C)=O,-2.3800062399626305,38.9,0.253
22868,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,CCOC(C)=O,-8.691546578561015,38.1,0.228
20635,CN(C)Cc1c[nH]c2ccccc12,CCOC(C)=O,-3.276769803287104,38.1,0.228
4021,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CO,-4.422015642890245,55.4,0.762
3269,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,CO,-10.64163209902681,55.4,0.762
32038,CN(C)Cc1c[nH]c2ccccc12,Cc1ccccc1,-4.705322067938533,33.9,0.099
11589,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,CCCO,-8.261001786055827,50.7,0.617
307,CC1=NN(c2ccccc2)C(=O)C1,CO,-3.214261487317456,55.4,0.762
38622,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)CO,C1COCCO1,-4.951611953646795,36.0,0.164
47422,O=C(O)c1ccc(O)c(O)c1,COC(C)=O,-4.4654082436129325,38.9,0.253
17168,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,CC(C)=O,-4.9378496243706085,42.2,0.355
44627,CC(=O)Nc1ccccc1[N+](=O)[O-],OCCO,-4.5736715189287205,56.3,0.79
3434,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,CO,-5.465080584426139,55.4,0.762
25309,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,CC#N,-8.649582379461982,45.6,0.46
25291,O=C(O)Cc1c[nH]c2ccccc12,CC#N,-11.57863800833561,45.6,0.46
39777,COc1ccc(CC(=O)O)cc1,O,-5.167289104141632,63.1,1.0
19212,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,CC(C)=O,-5.361044196456342,42.2,0.355
19178,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,CC(C)=O,-1.7131569981975825,42.2,0.355
29910,COc1cc([N+](=O)[O-])ccc1N,CC(C)O,-5.314446748477921,48.4,0.546
31381,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,CCCCCCCCO,-6.786422993814612,48.1,0.537
48598,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CCCCCC,-12.12558080796134,31.0,0.009
24747,O=C([O-])/C=C/C(=O)O.[Na+],CC#N,-9.79373668857701,45.6,0.46
12348,CCCc1cc(=O)[nH]c(=S)[nH]1,CCCO,-5.311807956730536,50.7,0.617
12396,CC(=O)Oc1ccccc1C(=O)O,CCCO,-2.855061179365224,50.7,0.617
46993,O=C(O)COc1ccc(Cl)cc1,COC(C)=O,-3.0029583186457307,38.9,0.253
